filename,doi,title,year,publisher,categories,n_categories,word_count
2025_enhancing_reflective_learning_through_self_revision_quizzes.pdf,10.1109/educon62633.2025.11016483,Enhancing Reflective Learning Through Self-Revision Quizzes in TNE: A Four-Year Study,2025,,D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,4,5932
2025_promise_pitfalls_literature_review_generative_artificial_intelligence.pdf,10.1002/cae.70002,The Promise and Pitfalls: A Literature Review of Generative Artificial Intelligence as a Learning Assistant in ICT Education,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,13500
2024_explaining_code_purpose_integrated_approach_developing_code.pdf,10.1145/3649217.3653587,Explaining Code with a Purpose: An Integrated Approach for Developing Code Comprehension and Prompting Skills,2024,,A_automated_grading|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,7086
2026_scientific_creative_thinking_test_sctt_reliability_validity.pdf,10.1080/10400419.2026.2639038,"The Scientific Creative Thinking Test (SCTT): Reliability, Validity, and Automated Scoring",2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,6,15106
2026_rethinking_future_data_science_education_case_thoughtful.pdf,10.1145/3770762.3772644,Rethinking the Future of Data Science Education: A Case for Thoughtful Design to Integrate AI into the College Classroom,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,4956
2024_examples_tutorials_google_colab_gradio_create_online.pdf,10.1002/cae.22729,Examples and tutorials on using Google Colab and Gradio to create online interactive student-learning modules,2024,,A_automated_grading|E_ethics_policy|F_perception_affect|G_review_methodology,4,10045
2025_scaling_evaluation_non_objective_assessments_ai_solutions.pdf,10.1007/978-3-031-84391-4_5,Scaling Evaluation of Non-objective Assessments Using AI-Based Solutions,2025,,B_authentic_assessment|E_ethics_policy|F_perception_affect|G_review_methodology,4,39126
2026_generative_artificial_intelligence_tertiary_level_education_bangladesh.pdf,10.28945/5749,"GENERATIVE ARTIFICIAL INTELLIGENCE IN TERTIARY LEVEL EDUCATION IN BANGLADESH: PRACTICES, BENEFITS, CHALLENGES, AND PROSPECTS",2026,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,14079
2025_revolutionizing_education_generative_ai_catalyst_personalized_learning.pdf,10.1109/icarc64760.2025.10962979,Revolutionizing Education: Generative AI as a Catalyst for Personalized Learning and Innovative Teaching Practices,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,4549
2025_generative_ai_engineering_education_survey_student_instructor.pdf,10.1177/10711813251358792,Generative AI in Engineering Education: A Survey of Student and Instructor Usage and Attitudes,2025,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,3725
2026_curriculum_grounded_ai_tutoring_system.pdf,10.1109/it67293.2026.11435715,A Curriculum-Grounded AI Tutoring System,2026,,D_formative_adaptive|E_ethics_policy|F_perception_affect,3,3693
2026_automating_exam_evaluation_generative_ai_genai.pdf,10.1145/3777867.3777870,Automating Exam Evaluation Using Generative AI (GenAI),2026,,A_automated_grading|E_ethics_policy|F_perception_affect|G_review_methodology,4,4751
2026_leveraging_prompt_llms_automated_scoring_feedback_generation.pdf,10.1016/j.compedu.2025.105511,Leveraging prompt-based LLMs for automated scoring and feedback generation in higher education,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,10452
2025_developing_written_communication_skills_engineering_education_automated.pdf,10.1109/fie63693.2025.11328569,Developing Written Communication Skills in Engineering Education Using Automated Short Answer Grading,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7472
2026_document_verify_explain_transparent_accountability_framework_equitable.pdf,10.32473/flairs.39.1.141755,"Document, Verify, Explain: A Transparent Accountability Framework for Equitable Generative AI Use in Computer Science Education",2026,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,3111
2026_enhancing_writing_voice_communication_automated_feedback_generation.pdf,10.1109/icetems66917.2026.11469360,Enhancing Writing and Voice-Based Communication with Automated Feedback Generation Using Genai,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,3816
2026_role_generative_artificial_intelligence_higher_education_applications.pdf,10.1007/978-3-032-09905-1_4,The Role of Generative Artificial Intelligence in Higher Education: Applications and Ethical Implications,2026,,B_authentic_assessment|E_ethics_policy|F_perception_affect|G_review_methodology,4,39126
2026_intelligent_feedback_individualized_introductory_programming_exercises.pdf,10.1002/cae.70132,Intelligent Feedback for Individualized Introductory Programming Exercises,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,10327
2026_exploring_trust_human_llm_feedback_systems_observation.pdf,10.1145/3770761.3777342,Exploring Trust in Human-LLM Feedback Systems: Observation of Student Behaviour in Software Engineering Education,2026,,A_automated_grading|E_ethics_policy|F_perception_affect|G_review_methodology,4,1373
2026_transforming_pedagogy_genai_supported_formative_assessment_challenges.pdf,10.1111/bjet.70051,Transforming pedagogy with GenAI-supported formative assessment: Challenges for teacher education,2026,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9962
2025_evaluating_handwritten_multimodal_free_style_responses_algorithms.pdf,10.1109/fie63693.2025.11328498,"Evaluating Handwritten and Multimodal, Free-Style Responses in Algorithms and Data Structures: A RAG-LLM-Based Feedback Framework",2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4630
2025_applying_large_language_models_enhance_assessment_java.pdf,10.1145/3696630.3727236,Applying Large Language Models to Enhance the Assessment of Java Programming Assignments,2025,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,10311
2026_exploratory_machine_learning_approach_understanding_determinants_future.pdf,10.1016/j.caeai.2026.100613,An exploratory machine learning approach to understanding determinants of future ChatGPT use in higher education,2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,19482
2025_multimodal_large_language_models_physics_visual_tasks.pdf,10.1088/1361-6404/ae03f8,Multimodal large language models and physics visual tasks: comparative analysis of performance and costs,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9659
2026_dmn_guided_prompting_framework_controlling_llm_behavior.pdf,10.1007/978-3-032-16234-2_9,DMN-Guided Prompting: A Framework for Controlling LLM Behavior,2026,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,11539
2025_person_person_tool_tool_chatgpts_role_student.pdf,10.1145/3696630.3727235,"""Person is a person, a tool is a tool"" - ChatGPT’s Role in Student Help-Seeking Behavior and Peer Support",2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,5085
2026_hows_genai_infusion_going_lessons_integrating_ai.pdf,10.1145/3770761.3777133,How’s the GenAI Infusion Going? Lessons from Integrating AI Tools in Cybersecurity-Focused Computer Science Curricula at Two- and Four-Year Colleges,2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect,5,1669
2025_chatgpt_engineering_education_breakthrough_challenge.pdf,10.1088/1361-6552/add073,ChatGPT in engineering education: a breakthrough or a challenge?,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,7463
2025_exploring_use_chatgpt_computer_science_students_software.pdf,10.5281/zenodo.17631596,"EXPLORING THE USE OF CHATGPT BY COMPUTER SCIENCE STUDENTS IN SOFTWARE DEVELOPMENT: APPLICATIONS, ETHICAL CONSIDERATIONS, AND INSIGHTS FOR ENGINEERING EDUCATION",2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,4524
2026_architecture_ai_mediated_learning_three_layer_framework.pdf,10.3390/app16104991,The Architecture of AI-Mediated Learning: A Three-Layer Framework,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,13840
2025_generative_ai_education_mapping_research_landscape_through.pdf,10.3390/info16080657,Generative AI in Education: Mapping the Research Landscape Through Bibliometric Analysis,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,12435
2025_enhancing_automatic_grading_sql_query_assignments_generative.pdf,10.1109/iciibms66230.2025.11316731,Enhancing Automatic Grading of SQL Query Assignments Using Generative AI A Case Study on SPJ Query Assignment,2025,,A_automated_grading|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,4141
2025_case_study_factors_influencing_college_students_perception.pdf,10.1109/icetm67477.2025.11413409,A Case Study on the Factors Influencing College Students' Perception of Using Large Language Model Tools,2025,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,2832
2025_influence_chatgpt_generative_ai_continuous_learning_skill.pdf,10.1108/tqm-09-2024-0357,Influence of ChatGPT and generative AI on continuous learning and skill enhancement in Education 4.0: contextual insights from the higher education of Pakistan,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,15469
2025_llmarking_adaptive_automatic_short_answer_grading_large.pdf,10.1145/3698205.3729551,LLMarking: Adaptive Automatic Short-Answer Grading Using Large Language Models,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9326
2026_effective_learning_strategies_stem_ai_teaching.pdf,10.1615/tfec2026.ml.061223,EFFECTIVE LEARNING STRATEGIES IN STEM: AI+TEACHING,2026,,E_ethics_policy|F_perception_affect|G_review_methodology,3,18457
2025_role_ai_powered_mobile_applications_modernizing_classroom.pdf,10.1109/netcrypt65877.2025.11102791,The Role of AI-Powered Mobile Applications in Modernizing Classroom Management and E-Learning,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|F_perception_affect|G_review_methodology,5,3590
2025_creation_evaluation_ai_assistant_gpt_educational_experience.pdf,10.3390/info16020117,The Creation and Evaluation of an AI Assistant (GPT) for Educational Experience Design,2025,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,8470
2025_rubric_guided_evaluation_framework_consistent_scoring_large.pdf,10.1109/iseee67817.2025.11304842,Rubric-Guided Evaluation Framework for Consistent Scoring with Large Language Models,2025,,A_automated_grading|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,4725
2026_reimagining_leadership_assessment_comparative_study_human_ai.pdf,10.20965/jaciii.2026.p0348,Reimagining Leadership Assessment: A Comparative Study of Human and AI Scoring Using ChatGPT in School Principal Training,2026,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4137
2025_possibility_chatgpt_application_mechanical_design_education_comparative.pdf,10.18260/1-2--55538,Possibility of ChatGPT Application on Mechanical Design Education: A Comparative study of traditional and AI-assisted Design Process,2025,,B_authentic_assessment|C_academic_integrity|F_perception_affect|G_review_methodology,4,2036
2025_sortinghat_redefining_operating_systems_education_tailored_digital.pdf,10.1145/3701716.3715199,SortingHat: Redefining Operating Systems Education with a Tailored Digital Teaching Assistant,2025,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,2807
2025_student_perspectives_ai_powered_learning_tools_exploratory.pdf,10.1109/mcsoc67473.2025.00026,"Student Perspectives on AI-Powered Learning Tools: An Exploratory Study of Deepseek, ChatGPT, and Gemini in Educational Settings",2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,4019
2025_comparing_ai_human_assessment_academic_writing_skills.pdf,10.1051/e3sconf/202564506014,Comparing AI and Human Assessment of Academic Writing Skills: A Kappa Analysis,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,2942
2026_codeguard_improving_llm_guardrails_cs_education.pdf,10.18653/v1/2026.findings-eacl.48,CodeGuard: Improving LLM Guardrails in CS Education,2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6971
2025_framework_generative_ai_driven_assessment_higher_education.pdf,10.3390/info16060472,A Framework for Generative AI-Driven Assessment in Higher Education,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,10861
2026_rethinking_educational_assessment_age_artificial_intelligence.pdf,10.1007/978-3-032-01429-0_24,Rethinking Educational Assessment in the Age of Artificial Intelligence,2026,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,4793
2026_ai_automated_scoring_layer_large_language_models.pdf,10.3390/app16073537,AI-Based Automated Scoring Layer Using Large Language Models and Semantic Analysis,2026,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,10521
2026_keel_knowledge_engineering_educators_layer.pdf,10.1007/978-3-032-14674-8_41,KEEL: Knowledge Engineering for Educators Layer,2026,,B_authentic_assessment|E_ethics_policy|F_perception_affect|G_review_methodology,4,20342
2026_rest_robots_generative_ai_post_introductory_computing.pdf,10.1145/3760545.3783970,The Rest of the Robots: Generative AI in Post-introductory Computing Education,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,37613
2025_generative_ai_design_develop_educational_games_engineering.pdf,10.14434/ijdl.v16i2.42059,USING GENERATIVE AI TO DESIGN AND DEVELOP EDUCATIONAL GAMES IN ENGINEERING EDUCATION,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7751
2025_systematic_review_large_language_model_applications_programming.pdf,10.3233/faia250512,Systematic Review of Large Language Model Applications in Programming Education,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,5647
2026_autograder_multi_faceted_ai_framework_rich_pedagogical.pdf,10.1145/3799830.3799878,Autograder+: A Multi-Faceted AI Framework for Rich Pedagogical Feedback in Programming Education,2026,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,7113
2025_systematic_literature_review_generative_artificial_intelligence_genai.pdf,10.1016/j.caeai.2025.100487,A systematic literature review of generative artificial intelligence (GenAI) literacy in schools,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,19236
2026_perceived_learning_vs_engagement_ai_assisted_homework.pdf,10.3390/fi18030122,"Perceived Learning vs. Engagement in AI-Assisted Homework: A Comparative Study of ChatGPT Use Across High School, University, and Teachers in Sonora, Mexico (2024–2025)",2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,11520
2026_knowledge_gaps_learning_opportunities_leveraging_student_questions.pdf,10.1016/j.caeai.2025.100509,From knowledge gaps to learning opportunities: Leveraging student questions and dual use of generative AI to support student learning at scale,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,12687
2025_artificial_intelligence_adoption_higher_education_nigeria.pdf,10.1007/s44163-025-00452-0,Artificial intelligence adoption in higher education in Nigeria,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7280
2025_flexigrader_llm_personalized_autograder_enable_flexible_open.pdf,10.18260/1-2--56580,FlexiGrader: an LLM-based personalized autograder to enable flexible and open-ended creative exploration in CS1,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|F_perception_affect|G_review_methodology,5,6521
2026_leveraging_ai_2d_technical_drawing_analysis_feedback.pdf,10.1177/03064190251414394,"Leveraging AI for 2D technical drawing analysis, feedback and assessment in higher education",2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6779
2025_adapting_ai_innovative_approaches_homework_computer_science.pdf,10.1109/fie63693.2025.11328265,Adapting to AI: Innovative Approaches for Homework in Computer Science Education,2025,,B_authentic_assessment|C_academic_integrity|F_perception_affect|G_review_methodology,4,2786
2026_programming_education_llms_npcs_dialogical_learning_framework.pdf,10.1007/978-3-032-07316-7_19,Programming Education with LLMs and NPCs: A Dialogical Learning Framework for VS Code,2026,,C_academic_integrity|G_review_methodology,2,2966
2025_secondary_school_teachers_experiences_generative_ai_maltese.pdf,10.1007/s10758-025-09861-7,Secondary School Teachers’ Experiences with Generative AI in Maltese Language Teaching,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,8145
2025_understanding_effect_risk_perception_acceptance_use_large.pdf,10.1145/3757693,Understanding the Effect of Risk Perception on the Acceptance and Use of Large Language Models among University Students,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,11129
2026_prompt_engineering_intervention_enhancing_proficiency_ai_self.pdf,10.1007/978-3-032-12996-3_29,Prompt Engineering Intervention for Enhancing Proficiency and AI Self-Efficacy in Undergraduate Management Education,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,13311
2025_conversational_generative_artificial_intelligence_humanchatbot_interaction_education.pdf,10.1111/itor.13522,Conversational and generative artificial intelligence and human–chatbot interaction in education and research,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,15959
2026_lightweight_intelligent_feedback_system_student_code_submissions.pdf,10.1007/s44217-026-01400-5,A lightweight intelligent feedback system for student code submissions using large language models,2026,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,6440
2025_vclass_engager_generative_ai_system_enhancing_student.pdf,10.3390/electronics14214154,VClass Engager: A Generative AI-Based System for Enhancing Student Engagement in Synchronous Online Classes,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,14488
2026_design_quantitative_evaluation_interviewai_voice_llm_system.pdf,10.1109/acdsa67686.2026.11468070,Design and Quantitative Evaluation of InterviewAI: A Voice-Based LLM System Using a Deterministic STAR + Competency Framework,2026,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4764
2026_ai_driven_self_assessment_proctoring_system.pdf,10.1007/978-3-032-10400-7_38,AI-Driven Self-assessment and Proctoring System,2026,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,3362
2025_ethical_societal_impacts_generative_ai_higher_computing.pdf,10.1145/3724389.3731284,Ethical and Societal Impacts of Generative AI in Higher Computing Education: An ACM Task Force Working Group to Develop a Landscape Analysis – Perspectives from the Global Souths and Guidelines for CS1/CS2/CS3,2025,,F_perception_affect|G_review_methodology,2,1454
2025_developing_institutional_ai_digital_assistant_age_industry.pdf,10.3390/app15126640,Developing an Institutional AI Digital Assistant in an Age of Industry 5.0,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,10225
2025_technology_adoption_learning_preferences_computing_science_higher.pdf,10.1145/3736251.3749529,Technology Adoption and Learning Preferences in Computing Science Higher Education,2025,,D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,4,2897
2025_hybrid_system_automated_assessment_korean_l2_writing.pdf,10.3390/systems13100851,A Hybrid System for Automated Assessment of Korean L2 Writing: Integrating Linguistic Features with LLM,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|G_review_methodology,5,10520
2025_comparative_study_large_language_models_programming_education.pdf,10.3390/app151810055,"A Comparative Study of Large Language Models in Programming Education: Accuracy, Efficiency, and Feedback in Student Assignment Grading",2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,6115
2026_academiq_harnessing_prompt_engineering_generative_ai_enhanced.pdf,10.1049/icp.2025.4692,AcademIQ: Harnessing Prompt Engineering and Generative AI for Enhanced Educational Experiences,2026,,A_automated_grading|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,4343
2025_chatgpt_improving_college_english_learning_outcomes_comparative.pdf,10.1145/3775073.3775132,ChatGPT in Improving College English Learning Outcomes: A Comparative Study of Traditional vs. AI-Assisted Coursework,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,2599
2025_integrating_generative_ai_higher_education_systems_africa.pdf,10.23919/ist-africa67297.2025.11060488,Integrating Generative AI to Higher Education Systems in Africa: Reflections from Tests in Namibia,2025,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,97423
2026_exploration_chatgpt_personalized_learning_behavioral_flow_analysis.pdf,10.1007/978-981-95-7141-3_18,An Exploration of ChatGPT in Personalized Learning: Behavioral Flow Analysis of Graduate Student Interactions,2026,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,13311
2025_saving_writing_classes_extinction_chatgpt_part_teaching.pdf,10.5220/0013351000003932,Saving Writing Classes from Extinction: ChatGPT as Part of the Teaching Pedagogy,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7463
2025_can_llms_fair_graders_only_if_you.pdf,10.1109/fie63693.2025.11328653,Can LLMs be Fair Graders? Only if You Bribe Them with the Right Rubric,2025,,A_automated_grading|B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,7016
2025_blockchain_technology_sociotechnical_cybersecurity_educational_learning_ecosystems.pdf,10.1109/etcom66606.2025.11436337,Blockchain Technology and Sociotechnical Cybersecurity for Educational and Learning Ecosystems,2025,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,6171
2025_global_research_landscape_ai_education_bibliometric_analysis.pdf,10.1109/icett66247.2025.11137070,The Global Research Landscape of AI in education: A Bibliometric analysis of Pathway Evolution and Frontier Issues,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,6689
2026_solving_better_than_evaluating_genai_solutions.pdf,10.1145/3770761.3777361,Is Solving Better Than Evaluating GenAI Solutions?,2026,,A_automated_grading|D_formative_adaptive|F_perception_affect|G_review_methodology,4,1656
2025_integrating_llms_software_engineering_education_motivators_demotivators.pdf,10.1145/3727967.3756831,"Integrating LLMs in Software Engineering Education: Motivators, Demotivators, and a Roadmap Towards a Framework for Finnish Higher Education Institutes",2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,8549
2025_chatgpt_assessment_development_design_manufacturing_engineering_education.pdf,10.1177/03064190251374463,Using ChatGPT for assessment development in design and manufacturing engineering education: Opportunities and challenges,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,9553
2025_comprehensive_review_automated_grading_systems_stem_ai.pdf,10.3390/math13172828,A Comprehensive Review on Automated Grading Systems in STEM Using AI Techniques,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,12013
2025_measuring_graduate_students_use_chatgpt_academic_writing.pdf,10.4018/ijwltt.392931,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Technology Acceptance Model,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,8966
2026_research_application_ethical_boundaries_aigc_transformer_architecture.pdf,10.1145/3806262.3806334,Research on the Application and Ethical Boundaries of AIGC Based on Transformer Architecture in Content Generation and Personalized Teaching for Ideological and Political Education Courses,2026,,B_authentic_assessment|C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,5,5971
2026_strategies_practices_enhancing_higher_education_faculty_teaching.pdf,10.1145/3785987.3786014,Strategies and Practices for Enhancing Higher Education Faculty Teaching Capabilities through Artificial Intelligence,2026,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,4586
2025_generative_ai_education_exploring_eap_faculty_perspectives.pdf,10.1007/978-3-031-93539-8_9,Generative AI in Education: Exploring EAP Faculty Perspectives at a Multicultural UAE University,2025,,C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,8029
2025_enhancing_secondary_computer_science_education_implementing_ai.pdf,10.1145/3704637.3734754,Enhancing Secondary Computer Science Education: Implementing AI Tools for Improved Teaching Outcomes,2025,,D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,4,1015
2025_special_session_use_generative_ai_designing_evaluating.pdf,10.1109/fie63693.2025.11328189,Special Session: Use of Generative AI for Designing and Evaluating Course Learning Objectives and Aligned Assessments,2025,,B_authentic_assessment|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,5,1905
2026_topic_level_feedback_summarization_explanation_classroom_response.pdf,10.1145/3770761.3777250,Topic-Level Feedback Summarization for an Explanation-Based Classroom Response System,2026,,A_automated_grading|D_formative_adaptive|F_perception_affect|G_review_methodology,4,1733
2026_schema_cognition_embodied_cognition_social_cognition_impact.pdf,10.1007/978-3-032-21147-7_20,"Schema-Based Cognition, Embodied Cognition and Social Cognition: The Impact of AI on STEM Education",2026,,F_perception_affect,1,11149
2025_generative_ai_use_ischools_analysis_policies.pdf,10.1002/pra2.1339,Generative AI Use at the iSchools: An Analysis of Policies,2025,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,4659
2025_large_language_models_computer_science_classrooms_ethical.pdf,10.3390/app15041793,Large Language Models in Computer Science Classrooms: Ethical Challenges and Strategic Solutions,2025,,A_automated_grading|B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,7,26542
2025_hybrid_assessment_approach_ai_enhanced_challenge_learning.pdf,10.5281/zenodo.17631282,A HYBRID ASSESSMENT APPROACH TO AI-ENHANCED CHALLENGE-BASED LEARNING IN ENGINEERING EDUCATION,2025,,C_academic_integrity|E_ethics_policy|F_perception_affect|G_review_methodology,4,4021
2026_trusting_ai_detect_ai_systematic_evaluation_reliability.pdf,10.1016/j.compedu.2026.105616,Trusting AI to detect AI? A systematic evaluation of the reliability and robustness of current AIGC detection tools for student academic work,2026,,B_authentic_assessment|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,16167
2026_llm_evaluation_software_engineering_curriculum_coverage_against.pdf,10.1109/iisec69317.2026.11418484,LLM-Based Evaluation of Software Engineering Curriculum Coverage Against SWEBOK 4.0a: A Case Study,2026,,G_review_methodology,1,2957
2025_genai_powered_feedback_system_automated_short_answer.pdf,10.1109/waie67422.2025.11381214,A GenAI-Powered Feedback System for Automated Short-Answer Assessment in Education,2025,,A_automated_grading|C_academic_integrity|D_formative_adaptive|E_ethics_policy|F_perception_affect|G_review_methodology,6,3246
